date,month,project_name,project_size,team_name,developer_name,developer_count,repository_name,commits,pull_requests,merge_conflicts,issues_resolved,bugs_reported,lines_added,lines_deleted
2026-01-14,2026-01,FinSight,Large,Data,Hana Hartono,20,finsight-pipeline,7,4,1,3,3,926,114
2026-01-14,2026-01,LearningPortal,Medium,Frontend,Dimas Yuliani,12,learningportal-web,16,4,1,7,3,1577,947
2026-01-14,2026-01,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,9,7,4,4,2,668,402
2026-01-15,2026-01,CommerceCore,Large,Backend,Arif Saputra,18,commercecore-api,12,4,1,3,3,1467,823
2026-01-15,2026-01,FinSight,Large,Frontend,Naufal Hartono,20,finsight-dashboard,7,2,1,6,1,899,244
2026-01-15,2026-01,HealthTrack,Large,Backend,Ilham Basuki,22,healthtrack-integration,10,6,1,6,2,1744,1024
2026-01-15,2026-01,HealthTrack,Large,Backend,Salsa Permata,22,healthtrack-integration,10,5,1,3,0,999,169
2026-01-15,2026-01,LogisticsOS,Large,DevOps,Gita Adinata,26,logisticsos-infra,6,3,2,2,4,719,293
2026-01-16,2026-01,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,9,8,1,10,2,697,377
2026-01-16,2026-01,CommerceCore,Large,Backend,Made Lestari,18,commercecore-payment,14,6,1,3,1,1806,1000
2026-01-16,2026-01,CommerceCore,Large,Mobile,Ayu Ramadhan,18,commercecore-mobile,5,2,0,2,0,775,142
2026-01-16,2026-01,InventoryHub,Medium,DevOps,Farah Saputra,9,inventoryhub-infra,14,5,0,5,1,1709,898
2026-01-16,2026-01,LogisticsOS,Large,Mobile,Gita Wijaya,26,logisticsos-driver,9,6,3,4,1,1008,542
2026-01-17,2026-01,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,14,4,0,6,3,2032,978
2026-01-17,2026-01,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,9,3,0,6,0,1081,470
2026-01-17,2026-01,CommerceCore,Large,Frontend,Alya Basuki,18,commercecore-storefront,16,6,1,5,1,2978,913
2026-01-17,2026-01,HealthTrack,Large,DevOps,Raka Santoso,22,healthtrack-platform,11,5,1,2,5,1557,417
2026-01-17,2026-01,HealthTrack,Large,Frontend,Dimas Anwar,22,healthtrack-clinic,8,5,1,2,4,1127,644
2026-01-17,2026-01,LearningPortal,Medium,Mobile,Rizky Permata,12,learningportal-mobile,17,8,0,5,2,1874,765
2026-01-17,2026-01,LogisticsOS,Large,Mobile,Ilham Permata,26,logisticsos-driver,6,4,1,4,0,922,383
2026-01-18,2026-01,CommerceCore,Large,DevOps,Nadia Adinata,18,commercecore-platform,9,4,0,3,1,1487,461
2026-01-18,2026-01,FinSight,Large,Backend,Hana Permata,20,finsight-api,9,3,2,3,1,1287,431
2026-01-18,2026-01,FinSight,Large,Backend,Ilham Mahendra,20,finsight-api,6,4,1,5,5,992,507
2026-01-18,2026-01,FinSight,Large,Data,Bagas Pratama,20,finsight-pipeline,6,3,0,3,2,550,225
2026-01-18,2026-01,InventoryHub,Medium,DevOps,Made Yuliani,9,inventoryhub-infra,16,4,0,6,1,2026,942
2026-01-18,2026-01,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-routing,9,7,5,4,2,1920,532
2026-01-19,2026-01,AuthFlow,Small,Backend,Arif Kusuma,4,authflow-api,8,9,1,3,0,971,413
2026-01-19,2026-01,InventoryHub,Medium,Backend,Dewi Nugraha,9,inventoryhub-api,9,1,0,6,0,1009,375
2026-01-19,2026-01,InventoryHub,Medium,Data,Salsa Yuliani,9,inventoryhub-reporting,12,8,1,8,2,1745,690
2026-01-19,2026-01,SupportSuite,Medium,DevOps,Gita Ramadhan,10,supportsuite-ops,10,3,0,5,1,248,49
2026-01-20,2026-01,CampusPay,Small,Mobile,Naufal Nugraha,5,campuspay-mobile,15,6,2,5,4,1744,876
2026-01-20,2026-01,FinSight,Large,Frontend,Vina Anwar,20,finsight-dashboard,14,2,0,4,3,1148,617
2026-01-20,2026-01,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,10,3,1,4,3,2077,897
2026-01-20,2026-01,SupportSuite,Medium,Data,Alya Mahendra,10,supportsuite-insights,7,2,0,4,0,1217,465
2026-01-21,2026-01,FinSight,Large,Data,Joko Wijaya,20,finsight-pipeline,5,2,0,4,1,886,506
2026-01-21,2026-01,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,11,4,2,3,3,942,530
2026-01-22,2026-01,CommerceCore,Large,Mobile,Rani Santoso,18,commercecore-mobile,4,4,1,7,0,804,282
2026-01-22,2026-01,CommerceCore,Large,Mobile,Karina Santoso,18,commercecore-mobile,9,7,2,3,0,772,311
2026-01-22,2026-01,FinSight,Large,Frontend,Ayu Kusuma,20,finsight-dashboard,6,2,1,5,1,1276,593
2026-01-22,2026-01,InventoryHub,Medium,Frontend,Joko Anwar,9,inventoryhub-admin,13,3,1,7,2,247,68
2026-01-22,2026-01,LearningPortal,Medium,Data,Ayu Saputra,12,learningportal-recommendation,5,2,1,1,2,476,278
2026-01-22,2026-01,LogisticsOS,Large,Backend,Hana Adinata,26,logisticsos-routing,5,3,0,5,0,637,248
2026-01-22,2026-01,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,10,4,1,3,2,1030,585
2026-01-22,2026-01,SupportSuite,Medium,Frontend,Alya Hartono,10,supportsuite-console,8,4,0,5,2,835,243
2026-01-23,2026-01,FinSight,Large,Backend,Hana Mahendra,20,finsight-risk-engine,5,3,1,2,0,361,173
2026-01-23,2026-01,LogisticsOS,Large,Backend,Dimas Kusuma,26,logisticsos-routing,8,2,0,2,1,1508,516
2026-01-23,2026-01,LogisticsOS,Large,Backend,Laras Hartono,26,logisticsos-api,7,5,3,4,1,892,441
2026-01-23,2026-01,SupportSuite,Medium,Backend,Laras Lestari,10,supportsuite-api,11,3,1,5,1,1752,990
2026-01-24,2026-01,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,10,4,2,3,1,1183,543
2026-01-24,2026-01,FinSight,Large,Backend,Bagas Nugraha,20,finsight-risk-engine,10,5,1,4,1,980,282
2026-01-24,2026-01,FinSight,Large,Frontend,Gita Hartono,20,finsight-dashboard,7,3,1,2,0,928,477
2026-01-24,2026-01,LogisticsOS,Large,Data,Laras Kusuma,26,logisticsos-forecasting,7,2,0,1,1,1185,827
2026-01-25,2026-01,HealthTrack,Large,Mobile,Nadia Firmansyah,22,healthtrack-mobile,9,5,1,4,0,1269,712
2026-01-25,2026-01,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,9,5,1,2,0,1629,468
2026-01-25,2026-01,LearningPortal,Medium,Frontend,Eka Anwar,12,learningportal-web,10,2,1,5,1,1332,593
2026-01-25,2026-01,LogisticsOS,Large,Frontend,Naufal Basuki,26,logisticsos-control-tower,6,2,0,6,2,476,119
2026-01-26,2026-01,CampusPay,Small,Mobile,Citra Saputra,5,campuspay-mobile,10,8,0,8,0,755,242
2026-01-26,2026-01,HealthTrack,Large,Mobile,Raka Hartono,22,healthtrack-mobile,5,3,2,5,3,741,578
2026-01-27,2026-01,CampusPay,Small,Backend,Alya Lestari,5,campuspay-api,15,4,0,8,1,2063,682
2026-01-27,2026-01,HealthTrack,Large,Backend,Fikri Santoso,22,healthtrack-integration,8,5,2,5,1,926,588
2026-01-27,2026-01,LogisticsOS,Large,Data,Hana Santoso,26,logisticsos-forecasting,3,1,0,3,0,454,62
2026-01-27,2026-01,LogisticsOS,Large,Frontend,Laras Wijaya,26,logisticsos-control-tower,8,3,2,4,1,1595,347
2026-01-28,2026-01,FinSight,Large,DevOps,Andi Yuliani,20,finsight-platform,8,3,0,3,2,991,417
2026-01-28,2026-01,FinSight,Large,Frontend,Bagas Basuki,20,finsight-dashboard,9,3,2,3,1,1416,711
2026-01-28,2026-01,HealthTrack,Large,DevOps,Bagas Kusuma,22,healthtrack-platform,8,4,1,3,2,1178,307
2026-01-28,2026-01,HealthTrack,Large,Frontend,Vina Basuki,22,healthtrack-clinic,7,6,3,4,1,731,530
2026-01-28,2026-01,LearningPortal,Medium,Data,Raka Anwar,12,learningportal-recommendation,8,4,0,6,2,605,367
2026-01-29,2026-01,CommerceCore,Large,Mobile,Karina Mahendra,18,commercecore-mobile,6,4,0,7,0,475,135
2026-01-29,2026-01,FinSight,Large,Data,Alya Pratama,20,finsight-pipeline,9,4,1,0,4,642,358
2026-01-29,2026-01,FinSight,Large,DevOps,Joko Mahendra,20,finsight-platform,10,4,2,4,4,835,182
2026-01-29,2026-01,LogisticsOS,Large,Frontend,Rizky Saputra,26,logisticsos-control-tower,6,2,0,2,1,785,304
2026-01-30,2026-01,AuthFlow,Small,Backend,Fikri Firmansyah,4,authflow-api,12,8,2,5,2,570,246
2026-01-30,2026-01,HealthTrack,Large,Backend,Nadia Pratama,22,healthtrack-api,6,4,1,5,1,361,148
2026-01-30,2026-01,LearningPortal,Medium,Mobile,Alya Ramadhan,12,learningportal-mobile,6,4,0,5,1,655,320
2026-01-30,2026-01,LogisticsOS,Large,DevOps,Bagas Hartono,26,logisticsos-infra,7,2,0,1,2,1557,875
2026-01-30,2026-01,LogisticsOS,Large,Frontend,Citra Pratama,26,logisticsos-control-tower,5,4,2,4,1,746,394
2026-01-31,2026-01,SupportSuite,Medium,Frontend,Eka Santoso,10,supportsuite-console,13,5,1,7,1,1752,405
2026-02-01,2026-02,AuthFlow,Small,Backend,Fikri Firmansyah,4,authflow-api,19,8,0,5,4,1625,912
2026-02-01,2026-02,HealthTrack,Large,Data,Ilham Wijaya,22,healthtrack-models,4,1,1,5,0,530,127
2026-02-01,2026-02,InventoryHub,Medium,DevOps,Made Yuliani,9,inventoryhub-infra,11,8,1,6,1,1645,713
2026-02-01,2026-02,LearningPortal,Medium,Frontend,Bima Permata,12,learningportal-web,9,5,2,7,1,851,276
2026-02-01,2026-02,LogisticsOS,Large,DevOps,Bagas Hartono,26,logisticsos-infra,7,1,0,4,2,971,220
2026-02-02,2026-02,AuthFlow,Small,DevOps,Laras Nugraha,4,authflow-infra,10,3,0,5,1,1283,397
2026-02-02,2026-02,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,16,8,1,6,3,2213,778
2026-02-02,2026-02,FinSight,Large,Backend,Hana Permata,20,finsight-api,8,3,1,5,1,1050,326
2026-02-02,2026-02,FinSight,Large,Data,Fikri Anwar,20,finsight-pipeline,3,1,1,4,0,482,128
2026-02-02,2026-02,InventoryHub,Medium,Data,Salsa Yuliani,9,inventoryhub-reporting,8,6,1,10,3,1222,646
2026-02-02,2026-02,LearningPortal,Medium,Frontend,Eka Anwar,12,learningportal-web,14,4,1,6,0,1595,463
2026-02-02,2026-02,LogisticsOS,Large,Frontend,Laras Wijaya,26,logisticsos-control-tower,7,3,1,4,0,1239,399
2026-02-03,2026-02,FinSight,Large,Frontend,Bagas Basuki,20,finsight-dashboard,12,3,1,0,3,1286,496
2026-02-03,2026-02,HealthTrack,Large,Data,Dewi Yuliani,22,healthtrack-models,16,7,2,5,6,2150,1037
2026-02-03,2026-02,HealthTrack,Large,DevOps,Bagas Kusuma,22,healthtrack-platform,6,5,2,6,0,616,360
2026-02-04,2026-02,CampusPay,Small,Backend,Karina Pratama,5,campuspay-api,17,12,1,4,1,1943,1440
2026-02-04,2026-02,FinSight,Large,DevOps,Hana Pratama,20,finsight-platform,7,3,0,2,1,1354,560
2026-02-04,2026-02,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,6,2,2,3,1,1114,613
2026-02-05,2026-02,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,6,4,2,3,0,949,320
2026-02-05,2026-02,SupportSuite,Medium,Backend,Citra Hartono,10,supportsuite-api,12,4,1,5,2,1056,548
2026-02-05,2026-02,SupportSuite,Medium,Frontend,Eka Santoso,10,supportsuite-console,12,4,0,3,3,1455,634
2026-02-06,2026-02,CommerceCore,Large,Frontend,Bima Santoso,18,commercecore-storefront,8,4,2,5,0,745,381
2026-02-06,2026-02,FinSight,Large,DevOps,Andi Yuliani,20,finsight-platform,7,3,0,5,2,1451,437
2026-02-06,2026-02,HealthTrack,Large,Frontend,Dimas Anwar,22,healthtrack-clinic,8,4,1,8,1,393,165
2026-02-07,2026-02,FinSight,Large,DevOps,Joko Mahendra,20,finsight-platform,4,5,2,5,2,416,200
2026-02-07,2026-02,FinSight,Large,Frontend,Ayu Kusuma,20,finsight-dashboard,9,3,2,3,2,615,325
2026-02-08,2026-02,CommerceCore,Large,Backend,Made Lestari,18,commercecore-payment,9,4,1,2,2,1057,592
2026-02-08,2026-02,FinSight,Large,DevOps,Rani Lestari,20,finsight-platform,8,3,1,4,1,866,286
2026-02-08,2026-02,HealthTrack,Large,Backend,Ilham Basuki,22,healthtrack-integration,7,3,2,4,1,909,291
2026-02-08,2026-02,LogisticsOS,Large,Backend,Hana Adinata,26,logisticsos-routing,6,5,2,2,2,595,304
2026-02-08,2026-02,SupportSuite,Medium,Frontend,Putri Lestari,10,supportsuite-console,14,4,1,4,2,1026,693
2026-02-09,2026-02,AuthFlow,Small,Backend,Arif Kusuma,4,authflow-api,22,5,1,13,3,2018,700
2026-02-09,2026-02,CommerceCore,Large,Backend,Karina Lestari,18,commercecore-payment,8,6,1,6,0,857,548
2026-02-09,2026-02,FinSight,Large,Data,Hana Hartono,20,finsight-pipeline,8,4,1,2,0,1445,366
2026-02-09,2026-02,FinSight,Large,Data,Bagas Pratama,20,finsight-pipeline,11,7,4,4,4,969,341
2026-02-09,2026-02,HealthTrack,Large,Mobile,Eka Kusuma,22,healthtrack-mobile,6,6,1,8,0,632,327
2026-02-09,2026-02,InventoryHub,Medium,Backend,Naufal Wijaya,9,inventoryhub-api,10,4,3,3,0,1344,592
2026-02-10,2026-02,HealthTrack,Large,DevOps,Nadia Nugraha,22,healthtrack-platform,10,6,3,7,2,1216,422
2026-02-10,2026-02,HealthTrack,Large,Frontend,Dimas Basuki,22,healthtrack-clinic,12,5,1,5,1,1085,418
2026-02-10,2026-02,LogisticsOS,Large,Backend,Laras Permata,26,logisticsos-api,9,2,1,3,2,1600,836
2026-02-10,2026-02,LogisticsOS,Large,Backend,Dimas Kusuma,26,logisticsos-routing,8,4,1,1,1,749,250
2026-02-10,2026-02,LogisticsOS,Large,Frontend,Naufal Basuki,26,logisticsos-control-tower,8,1,0,5,1,648,399
2026-02-10,2026-02,LogisticsOS,Large,Mobile,Laras Santoso,26,logisticsos-driver,8,4,1,5,0,1225,393
2026-02-11,2026-02,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,10,7,3,8,1,1330,661
2026-02-11,2026-02,FinSight,Large,Data,Alya Pratama,20,finsight-pipeline,8,4,2,4,2,835,437
2026-02-11,2026-02,HealthTrack,Large,Data,Farah Yuliani,22,healthtrack-models,9,1,0,3,0,1550,564
2026-02-11,2026-02,InventoryHub,Medium,Backend,Dewi Nugraha,9,inventoryhub-api,18,7,0,7,2,1772,1028
2026-02-11,2026-02,InventoryHub,Medium,Data,Farah Basuki,9,inventoryhub-reporting,6,3,1,3,0,692,279
2026-02-11,2026-02,LogisticsOS,Large,Backend,Laras Hartono,26,logisticsos-routing,7,3,0,3,1,760,215
2026-02-11,2026-02,LogisticsOS,Large,Frontend,Rizky Saputra,26,logisticsos-control-tower,8,3,1,5,2,1083,551
2026-02-12,2026-02,HealthTrack,Large,Frontend,Raka Pratama,22,healthtrack-clinic,11,3,0,7,4,2024,942
2026-02-12,2026-02,InventoryHub,Medium,Frontend,Joko Anwar,9,inventoryhub-admin,14,2,0,6,2,1494,716
2026-02-12,2026-02,LearningPortal,Medium,Frontend,Dimas Yuliani,12,learningportal-web,12,7,2,8,1,1121,238
2026-02-12,2026-02,LogisticsOS,Large,Data,Hana Santoso,26,logisticsos-forecasting,6,4,3,4,1,611,313
2026-02-13,2026-02,FinSight,Large,Backend,Bagas Nugraha,20,finsight-api,7,5,2,5,3,744,305
2026-02-13,2026-02,FinSight,Large,Backend,Hana Mahendra,20,finsight-risk-engine,9,0,0,2,1,1010,227
2026-02-13,2026-02,FinSight,Large,Backend,Raka Lestari,20,finsight-risk-engine,2,2,0,2,0,297,166
2026-02-13,2026-02,LearningPortal,Medium,Data,Arif Basuki,12,learningportal-recommendation,12,3,0,7,0,1249,667
2026-02-13,2026-02,LearningPortal,Medium,Mobile,Alya Ramadhan,12,learningportal-mobile,15,5,1,5,3,1006,353
2026-02-13,2026-02,LogisticsOS,Large,Mobile,Ilham Permata,26,logisticsos-driver,9,3,0,4,3,1102,331
2026-02-14,2026-02,CommerceCore,Large,Frontend,Farah Firmansyah,18,commercecore-storefront,5,3,1,3,0,426,191
2026-02-14,2026-02,LogisticsOS,Large,Backend,Ilham Anwar,26,logisticsos-api,5,2,1,3,0,565,245
2026-02-14,2026-02,LogisticsOS,Large,Frontend,Citra Pratama,26,logisticsos-control-tower,9,4,2,2,1,1513,889
2026-02-15,2026-02,CampusPay,Small,Data,Farah Permata,5,campuspay-analytics,13,4,0,5,3,1185,676
2026-02-15,2026-02,CampusPay,Small,Mobile,Citra Saputra,5,campuspay-mobile,18,7,0,10,2,2530,815
2026-02-16,2026-02,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,17,5,0,8,2,1147,498
2026-02-16,2026-02,CommerceCore,Large,Mobile,Karina Mahendra,18,commercecore-mobile,9,5,2,3,1,1536,623
2026-02-16,2026-02,FinSight,Large,Frontend,Gita Hartono,20,finsight-dashboard,9,4,1,3,2,1274,592
2026-02-17,2026-02,CommerceCore,Large,Backend,Eka Mahendra,18,commercecore-api,16,4,3,10,5,3358,1448
2026-02-17,2026-02,CommerceCore,Large,DevOps,Gita Permata,18,commercecore-platform,9,3,0,8,2,582,221
2026-02-17,2026-02,HealthTrack,Large,Mobile,Raka Hartono,22,healthtrack-mobile,10,5,1,4,1,1109,579
2026-02-17,2026-02,InventoryHub,Medium,DevOps,Farah Saputra,9,inventoryhub-infra,14,6,2,7,1,1966,641
2026-02-17,2026-02,LearningPortal,Medium,Data,Ayu Saputra,12,learningportal-recommendation,16,8,3,9,3,2050,878
2026-02-17,2026-02,LearningPortal,Medium,Mobile,Tegar Santoso,12,learningportal-mobile,11,4,1,3,3,1685,956
2026-02-17,2026-02,SupportSuite,Medium,Data,Alya Mahendra,10,supportsuite-insights,6,2,0,3,0,608,368
2026-02-17,2026-02,SupportSuite,Medium,DevOps,Gita Ramadhan,10,supportsuite-ops,9,4,1,0,3,1299,773
2026-02-18,2026-02,CommerceCore,Large,Data,Bagas Saputra,18,commercecore-warehouse,4,6,2,3,1,514,158
2026-02-18,2026-02,CommerceCore,Large,Data,Rani Nugraha,18,commercecore-warehouse,10,8,1,4,0,1519,663
2026-02-18,2026-02,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,10,4,1,4,0,1202,494
2026-02-18,2026-02,LearningPortal,Medium,Backend,Eka Permata,12,learningportal-api,9,2,0,3,1,984,504
2026-02-18,2026-02,LearningPortal,Medium,Mobile,Rizky Permata,12,learningportal-mobile,20,4,1,4,2,2528,1151
2026-02-19,2026-02,CommerceCore,Large,Mobile,Rani Santoso,18,commercecore-mobile,6,2,0,7,1,949,368
2026-02-19,2026-02,FinSight,Large,Frontend,Naufal Hartono,20,finsight-dashboard,7,4,1,2,2,629,274
2026-02-20,2026-02,CommerceCore,Large,Mobile,Ayu Ramadhan,18,commercecore-mobile,13,5,0,7,0,1214,605
2026-02-20,2026-02,FinSight,Large,Frontend,Vina Anwar,20,finsight-dashboard,2,1,0,1,0,287,80
2026-02-20,2026-02,SupportSuite,Medium,Data,Joko Adinata,10,supportsuite-insights,7,4,1,3,1,785,253
2026-02-20,2026-02,SupportSuite,Medium,Frontend,Alya Hartono,10,supportsuite-console,11,5,0,6,2,834,286
2026-02-21,2026-02,CommerceCore,Large,Frontend,Alya Basuki,18,commercecore-storefront,22,8,1,8,2,3093,1077
2026-02-21,2026-02,FinSight,Large,DevOps,Joko Kusuma,20,finsight-platform,7,4,1,5,4,1084,744
2026-02-21,2026-02,InventoryHub,Medium,Backend,Fikri Ramadhan,9,inventoryhub-api,7,5,0,4,2,921,376
2026-02-22,2026-02,LearningPortal,Medium,Backend,Joko Basuki,12,learningportal-api,9,6,1,2,2,832,167
2026-02-22,2026-02,SupportSuite,Medium,Backend,Laras Lestari,10,supportsuite-api,6,4,1,4,1,1028,428
2026-02-23,2026-02,LearningPortal,Medium,Data,Raka Anwar,12,learningportal-recommendation,14,8,3,8,3,2039,1179
2026-02-23,2026-02,LogisticsOS,Large,DevOps,Arif Lestari,26,logisticsos-infra,4,2,2,1,2,798,262
2026-02-23,2026-02,LogisticsOS,Large,Mobile,Gita Wijaya,26,logisticsos-driver,9,5,3,4,2,1274,507
2026-02-24,2026-02,CampusPay,Small,Backend,Alya Lestari,5,campuspay-api,18,5,0,8,2,2171,1051
2026-02-24,2026-02,CommerceCore,Large,Mobile,Karina Santoso,18,commercecore-mobile,18,7,2,7,1,3365,1280
2026-02-24,2026-02,FinSight,Large,Backend,Ilham Mahendra,20,finsight-risk-engine,5,3,0,0,3,340,171
2026-02-24,2026-02,FinSight,Large,Data,Joko Wijaya,20,finsight-pipeline,8,3,1,5,2,734,225
2026-02-24,2026-02,HealthTrack,Large,Backend,Fikri Santoso,22,healthtrack-integration,14,4,1,7,3,2437,1357
2026-02-24,2026-02,HealthTrack,Large,Backend,Putri Yuliani,22,healthtrack-integration,13,5,1,4,1,2362,1353
2026-02-24,2026-02,HealthTrack,Large,Data,Bima Wijaya,22,healthtrack-models,8,2,2,5,4,1153,587
2026-02-24,2026-02,HealthTrack,Large,DevOps,Raka Santoso,22,healthtrack-platform,14,3,2,1,6,2095,1136
2026-02-24,2026-02,HealthTrack,Large,DevOps,Putri Kusuma,22,healthtrack-platform,11,4,1,5,3,1746,924
2026-02-24,2026-02,InventoryHub,Medium,Frontend,Eka Adinata,9,inventoryhub-admin,11,7,1,6,2,1185,483
2026-02-24,2026-02,LogisticsOS,Large,Data,Hana Yuliani,26,logisticsos-forecasting,9,3,0,4,3,604,330
2026-02-24,2026-02,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,7,4,2,6,1,991,203
2026-02-24,2026-02,LogisticsOS,Large,DevOps,Gita Adinata,26,logisticsos-infra,6,3,1,4,1,850,453
2026-02-24,2026-02,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,13,5,3,4,1,730,314
2026-02-24,2026-02,LogisticsOS,Large,Mobile,Tegar Basuki,26,logisticsos-driver,5,1,1,3,2,595,370
2026-02-25,2026-02,CommerceCore,Large,Backend,Arif Saputra,18,commercecore-api,8,4,0,5,0,845,399
2026-02-25,2026-02,LogisticsOS,Large,DevOps,Andi Pratama,26,logisticsos-infra,10,6,2,2,0,1037,200
2026-02-25,2026-02,LogisticsOS,Large,Frontend,Ilham Firmansyah,26,logisticsos-control-tower,8,5,0,6,1,1286,713
2026-02-25,2026-02,SupportSuite,Medium,DevOps,Bima Nugraha,10,supportsuite-ops,9,3,0,4,1,689,171
2026-02-26,2026-02,HealthTrack,Large,Frontend,Putri Santoso,22,healthtrack-clinic,7,2,0,3,0,826,502
2026-02-26,2026-02,LogisticsOS,Large,Data,Ayu Basuki,26,logisticsos-forecasting,10,4,1,7,6,1633,487
2026-02-26,2026-02,SupportSuite,Medium,Backend,Salsa Anwar,10,supportsuite-api,18,4,1,11,5,1461,942
2026-02-27,2026-02,CampusPay,Small,Mobile,Naufal Nugraha,5,campuspay-mobile,16,10,1,9,2,2002,1072
2026-02-27,2026-02,CommerceCore,Large,DevOps,Nadia Adinata,18,commercecore-platform,12,8,0,6,1,1994,848
2026-02-27,2026-02,HealthTrack,Large,Backend,Nadia Pratama,22,healthtrack-api,13,5,2,6,2,2732,878
2026-02-27,2026-02,HealthTrack,Large,Backend,Salsa Permata,22,healthtrack-integration,4,1,1,0,1,445,276
2026-02-27,2026-02,LearningPortal,Medium,Backend,Eka Yuliani,12,learningportal-api,14,3,0,7,1,2562,1196
2026-02-28,2026-02,HealthTrack,Large,Frontend,Vina Basuki,22,healthtrack-clinic,8,6,2,5,1,1011,662
2026-02-28,2026-02,HealthTrack,Large,Mobile,Nadia Firmansyah,22,healthtrack-mobile,10,7,2,4,3,1067,611
2026-02-28,2026-02,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-routing,10,4,3,6,1,1507,670
2026-02-28,2026-02,LogisticsOS,Large,Data,Laras Kusuma,26,logisticsos-forecasting,9,3,1,7,1,1649,640
2026-03-01,2026-03,FinSight,Large,DevOps,Rani Lestari,20,finsight-platform,9,4,1,3,2,1650,819
2026-03-01,2026-03,LearningPortal,Medium,Backend,Joko Basuki,12,learningportal-api,11,0,0,8,2,1020,83
2026-03-01,2026-03,LogisticsOS,Large,Frontend,Laras Wijaya,26,logisticsos-control-tower,9,3,0,4,2,1338,324
2026-03-01,2026-03,SupportSuite,Medium,Data,Joko Adinata,10,supportsuite-insights,12,4,0,9,1,1633,1195
2026-03-02,2026-03,CommerceCore,Large,Frontend,Farah Pratama,18,commercecore-storefront,8,2,1,0,1,1139,787
2026-03-02,2026-03,HealthTrack,Large,Data,Farah Yuliani,22,healthtrack-models,7,7,2,4,3,1062,429
2026-03-02,2026-03,HealthTrack,Large,Data,Ilham Wijaya,22,healthtrack-models,17,2,0,6,2,525,162
2026-03-02,2026-03,LogisticsOS,Large,Backend,Laras Permata,26,logisticsos-api,11,4,0,4,2,1781,752
2026-03-02,2026-03,LogisticsOS,Large,DevOps,Bima Saputra,26,logisticsos-infra,7,2,1,3,1,900,371
2026-03-03,2026-03,FinSight,Large,Backend,Bagas Nugraha,20,finsight-api,8,4,1,7,3,434,211
2026-03-03,2026-03,FinSight,Large,DevOps,Hana Pratama,20,finsight-platform,12,6,1,8,4,1207,674
2026-03-03,2026-03,HealthTrack,Large,Mobile,Citra Adinata,22,healthtrack-mobile,21,8,3,10,3,2025,898
2026-03-03,2026-03,LogisticsOS,Large,Data,Bima Kusuma,26,logisticsos-forecasting,9,2,1,6,3,1192,376
2026-03-03,2026-03,LogisticsOS,Large,Frontend,Ilham Firmansyah,26,logisticsos-control-tower,8,4,0,3,3,898,312
2026-03-03,2026-03,LogisticsOS,Large,Mobile,Nadia Permata,26,logisticsos-driver,7,2,1,5,1,1505,609
2026-03-04,2026-03,CommerceCore,Large,Backend,Eka Mahendra,18,commercecore-payment,10,4,1,3,2,861,385
2026-03-04,2026-03,FinSight,Large,Backend,Ilham Mahendra,20,finsight-api,7,0,0,3,3,1195,574
2026-03-04,2026-03,LogisticsOS,Large,Backend,Eka Ramadhan,26,logisticsos-routing,10,3,2,2,3,1364,751
2026-03-04,2026-03,LogisticsOS,Large,Mobile,Laras Santoso,26,logisticsos-driver,7,6,3,7,2,1321,547
2026-03-05,2026-03,AuthFlow,Small,Backend,Fikri Firmansyah,4,authflow-api,12,3,0,8,4,1459,703
2026-03-05,2026-03,AuthFlow,Small,Frontend,Arif Permata,4,authflow-web,24,11,0,9,2,3203,1185
2026-03-05,2026-03,CommerceCore,Large,Data,Bagas Saputra,18,commercecore-warehouse,10,5,2,4,1,1178,286
2026-03-05,2026-03,CommerceCore,Large,DevOps,Andi Kusuma,18,commercecore-platform,9,4,1,7,0,1302,585
2026-03-05,2026-03,SupportSuite,Medium,Backend,Citra Hartono,10,supportsuite-api,9,4,1,3,1,1469,720
2026-03-06,2026-03,CommerceCore,Large,Backend,Made Lestari,18,commercecore-api,9,3,0,6,1,1196,332
2026-03-06,2026-03,CommerceCore,Large,Data,Putri Wijaya,18,commercecore-warehouse,16,9,4,8,3,1548,420
